Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF
Marcus Foligno,570,76,109,185,0.325,493,1,2011,2021,0,0,0,0
Calle Jarnkrok,462,82,102,184,0.398,99,1,2013,2021,0,0,0,0
Richard Panik,474,84,98,182,0.384,256,1,2012,2021,0,0,0,0
Victor Rask,410,71,109,180,0.439,82,1,2014,2021,0,0,0,0
Dmitri Orlov,520,37,143,180,0.34600000000000003,207,2,2011,2021,0,1,0,0
Alex DeBrincat,239,89,89,178,0.745,38,1,2017,2021,0,0,0,0
Zack Kassian,530,82,96,178,0.336,787,1,2011,2021,0,0,0,0
Phillip Danault,344,50,128,178,0.517,158,1,2014,2021,0,0,0,0
Zbynek Michalek,784,42,136,178,0.227,322,2,2003,2017,0,0,0,0
John Mitchell,548,70,107,177,0.32299999999999995,267,1,2008,2017,0,0,0,0
Matt Dumba,416,64,113,177,0.425,231,2,2013,2021,0,0,0,0
Anthony Mantha,265,85,91,176,0.664,171,1,2015,2021,0,0,0,0
Erik Haula,409,85,91,176,0.43,186,1,2013,2021,0,0,0,0
Nick Schultz,1066,30,145,175,0.16399999999999998,483,2,2001,2017,0,0,0,0
Shawn Matthias,551,90,84,174,0.316,180,1,2007,2018,0,0,0,0
Bryan Rust,313,79,95,174,0.556,104,1,2014,2021,0,2,0,0
Justin Braun,674,27,146,173,0.257,244,2,2010,2021,0,0,0,0
Casey Cizikas,538,74,97,171,0.318,237,1,2011,2021,0,0,0,0
Vladimir Sobotka,548,53,118,171,0.312,362,1,2007,2020,0,0,0,0
Dmitri Kulikov,681,35,135,170,0.25,427,2,2009,2021,0,0,0,0
Zach Werenski,305,58,111,169,0.5539999999999999,63,2,2016,2021,0,0,1,0
Viktor Stalberg,488,82,86,168,0.344,245,1,2009,2017,0,1,0,0
Ryan Dzingel,335,75,93,168,0.501,135,1,2015,2021,0,0,0,0
Ryan Spooner,325,48,119,167,0.514,63,1,2012,2019,0,0,0,0
Niklas Hjalmarsson,786,25,142,167,0.212,318,2,2007,2021,0,3,0,0
Brock Boeser,203,79,87,166,0.818,56,1,2016,2021,0,0,1,0
Riley Sheahan,518,67,99,166,0.32,83,1,2011,2021,0,0,0,0
Riley Nash,546,61,104,165,0.302,130,1,2011,2021,0,0,0,0
Anthony Duclair,355,79,85,164,0.462,115,1,2014,2021,0,0,1,0
Trevor Lewis,678,70,94,164,0.242,171,1,2008,2021,0,2,0,0
Damon Severson,434,37,127,164,0.378,266,2,2014,2021,0,0,0,0
Leo Komarov,457,62,100,162,0.354,190,1,2012,2021,0,0,1,0
Jordin Tootoo,723,65,96,161,0.223,1010,1,2003,2017,0,0,0,0
Clayton Keller,242,56,105,161,0.665,80,1,2016,2021,0,0,1,0
Boyd Gordon,706,56,105,161,0.228,149,1,2003,2017,0,0,0,0
David Savard,562,40,121,161,0.28600000000000003,309,2,2011,2021,0,0,0,0
Colton Parayko,390,39,122,161,0.413,111,2,2015,2021,0,1,0,0
Andrew MacDonald,586,28,133,161,0.275,276,2,2008,2019,0,0,0,0
Andreas Athanasiou,307,87,73,160,0.521,117,1,2015,2021,0,0,0,0
Timo Meier,268,77,83,160,0.597,158,1,2016,2021,0,0,0,0
Jason Garrison,555,49,111,160,0.28800000000000003,229,2,2008,2019,0,0,0,0
Kevin Fiala,292,72,87,159,0.545,128,1,2014,2021,0,0,0,0
Pierre-Luc Dubois,239,66,93,159,0.665,164,1,2017,2021,0,0,0,0
Matt Beleskey,477,76,82,158,0.331,440,1,2008,2019,0,0,0,0
Joonas Donskoi,353,63,95,158,0.448,92,1,2015,2021,0,0,0,0
Kyle Quincey,586,36,122,158,0.27,548,2,2005,2018,0,0,0,0
Nate Thompson,771,62,94,156,0.202,366,1,2006,2021,0,0,0,0
Oscar Klefbom,378,34,122,156,0.413,74,2,2013,2021,0,0,0,0
Zach Hyman,308,72,83,155,0.503,177,1,2015,2021,0,0,0,0
Nick Schmaltz,254,48,107,155,0.61,52,1,2016,2021,0,0,0,0
Michael Raffl,475,79,75,154,0.324,188,1,2013,2021,0,0,0,0
Yanni Gourde,257,64,90,154,0.599,175,1,2015,2021,0,1,0,0
Kevin Klein,627,38,116,154,0.246,185,2,2005,2017,0,0,0,0
Matt Nieto,477,63,90,153,0.321,82,1,2013,2021,0,0,0,0
Torrey Mitchell,666,67,85,152,0.228,351,1,2007,2018,0,0,0,0
Jaccob Slavin,380,29,123,152,0.4,58,2,2015,2021,0,0,1,0
Conor Sheary,328,72,79,151,0.46,66,1,2015,2021,0,2,0,0
Pavel Buchnevich,251,61,90,151,0.602,70,1,2016,2021,0,0,0,0
Kevin Labanc,289,51,100,151,0.522,132,1,2016,2021,0,0,0,0
Nathan Gerbe,426,62,86,148,0.34700000000000003,194,1,2008,2021,0,0,0,0
Jonas Brodin,560,31,117,148,0.264,164,2,2012,2021,0,0,0,0
Luke Schenn,761,31,117,148,0.194,573,2,2008,2021,0,1,0,0
Jesper Fast,425,55,92,147,0.34600000000000003,116,1,2013,2021,0,0,0,0
Connor Brown,328,59,86,145,0.442,70,1,2015,2021,0,0,0,0
Tommy Wingels,448,62,81,143,0.319,254,1,2010,2018,0,0,0,0
Colton Sceviour,459,61,82,143,0.312,108,1,2010,2021,0,0,0,0
Nick Holden,496,45,96,141,0.284,150,2,2010,2021,0,0,0,0
Nate Schmidt,402,30,111,141,0.35100000000000003,84,2,2013,2021,0,0,0,0
Roman Polak,806,26,114,140,0.174,643,2,2006,2020,0,0,0,0
Tobias Rieder,439,60,79,139,0.317,50,1,2014,2021,0,0,0,0
Oliver Bjorkstrand,251,67,71,138,0.55,54,1,2015,2021,0,0,0,0
Sven Bartschi,291,66,72,138,0.474,78,1,2011,2020,0,0,0,0
Zemgus Girgensons,489,61,77,138,0.282,130,1,2013,2021,0,0,1,0
Noah Hanifin,392,28,110,138,0.35200000000000004,97,2,2015,2021,0,0,1,0
Ian Cole,545,26,112,138,0.253,507,2,2010,2021,0,2,0,0
Jakub Vrana,250,68,69,137,0.5479999999999999,61,1,2016,2021,0,1,0,0
Jay Beagle,589,56,81,137,0.233,217,1,2008,2021,0,1,0,0
Marco Scandella,583,42,95,137,0.235,233,2,2010,2021,0,0,0,0
Carl Gunnarsson,619,30,107,137,0.221,175,2,2009,2021,0,1,0,0
Bryan Bickell,395,66,70,136,0.344,192,1,2006,2017,0,2,0,0
Nail Yakupov,350,62,74,136,0.389,142,1,2012,2018,0,0,0,0
Derek Ryan,305,51,85,136,0.446,88,1,2015,2021,0,0,0,0
Nico Hischier,209,51,84,135,0.6459999999999999,62,1,2017,2021,0,0,1,0
Ivan Provorov,320,44,91,135,0.422,112,2,2016,2021,0,0,0,0
Shea Theodore,269,39,96,135,0.502,91,2,2015,2021,0,0,0,0
Micheal Ferland,335,60,74,134,0.4,200,1,2014,2021,0,0,0,0
Chris Thorburn,801,53,81,134,0.16699999999999998,968,1,2005,2019,0,0,0,0
Kyle Clifford,679,62,71,133,0.196,844,1,2010,2021,0,2,0,0
Elias Pettersson,145,55,78,133,0.917,34,1,2018,2021,1,0,2,0
Matt Martin,696,61,70,131,0.188,948,1,2009,2021,0,0,0,0
Karl Alzner,686,20,110,130,0.19,219,2,2008,2020,0,0,0,0
Anthony Beauvillier,290,66,62,128,0.441,49,1,2016,2021,0,0,0,0
Sam Bennett,367,63,65,128,0.349,304,1,2014,2021,0,0,0,0
Radek Faksa,352,60,68,128,0.364,217,1,2015,2021,0,0,0,0
Adam Larsson,553,22,106,128,0.231,327,2,2011,2021,0,0,0,0
Cody McLeod,775,72,55,127,0.16399999999999998,1628,1,2007,2019,0,0,0,0
Derek Dorsett,515,51,76,127,0.247,1314,1,2008,2019,0,0,0,0
Cody Ceci,498,33,94,127,0.255,110,2,2013,2021,0,0,0,0
Deryk Engelland,671,30,97,127,0.189,579,2,2009,2020,0,0,0,0
Jared McCann,315,53,73,126,0.4,116,1,2015,2021,0,0,0,0
Adam Lowry,412,59,66,125,0.303,215,1,2014,2021,0,0,0,0
Dale Weise,513,55,70,125,0.244,355,1,2010,2020,0,0,0,0
Derek MacKenzie,611,51,74,125,0.205,337,1,2001,2019,0,0,0,0
Jonathan Ericsson,680,27,98,125,0.184,535,2,2007,2020,0,0,0,0
Magnus Paajarvi,467,62,62,124,0.266,78,1,2010,2019,0,0,0,0
Michael Stone,472,31,93,124,0.263,264,2,2011,2021,0,0,0,0
Olli Maatta,431,29,95,124,0.28800000000000003,120,2,2013,2021,0,2,0,0
Josh Gorges,783,17,107,124,0.158,404,2,2005,2018,0,0,0,0
Marcus Kruger,520,38,85,123,0.237,234,1,2010,2019,0,2,0,0
Darnell Nurse,356,30,93,123,0.34600000000000003,301,2,2014,2021,0,0,0,0
Danny DeKeyser,446,29,94,123,0.276,228,2,2012,2021,0,0,0,0
Marc Methot,624,22,101,123,0.197,380,2,2006,2019,0,0,0,0
Drew Miller,571,62,60,122,0.214,136,1,2006,2017,0,1,0,0
Tyler Bertuzzi,204,50,72,122,0.598,119,1,2016,2021,0,0,1,0
Erik Gustafsson,226,28,94,122,0.54,71,2,2015,2021,0,0,0,0
Brandon Pirri,276,72,49,121,0.438,91,1,2010,2021,0,0,0,0
Thomas Chabot,209,30,91,121,0.579,96,2,2016,2021,0,0,1,0
Radko Gudas,481,26,95,121,0.252,619,2,2012,2021,0,0,0,0
Jake DeBrusk,207,62,58,120,0.58,51,1,2017,2021,0,0,0,0
Christian Dvorak,251,51,69,120,0.478,62,1,2016,2021,0,0,0,0
Matt Hunwick,535,25,94,119,0.222,207,2,2007,2020,0,0,0,0
Christopher Tanev,517,22,97,119,0.23,121,2,2010,2021,0,0,0,0
Josh Anderson,272,68,50,118,0.434,218,1,2014,2021,0,0,0,0
Jordie Benn,517,23,94,117,0.226,213,2,2011,2021,0,0,0,0
Joel Armia,300,57,59,116,0.387,98,1,2014,2021,0,0,0,0
Matt Hendricks,607,54,62,116,0.191,722,1,2008,2019,0,0,0,0
Alexander Kerfoot,228,44,72,116,0.509,100,1,2017,2021,0,0,0,0
Brenden Dillon,603,23,93,116,0.192,583,2,2011,2021,0,0,0,0
John Moore,532,38,77,115,0.21600000000000005,222,2,2010,2021,0,0,0,0
Thomas Hickey,449,22,93,115,0.256,190,2,2012,2021,0,0,0,0
Nick Ritchie,298,46,68,114,0.383,352,1,2015,2021,0,0,0,0
Joe Colborne,295,42,72,114,0.386,144,1,2010,2017,0,0,0,0
Frank Vatrano,276,66,47,113,0.409,130,1,2015,2021,0,0,0,0
Brady Skjei,317,25,88,113,0.35600000000000004,180,2,2015,2021,0,0,0,0
Luca Sbisa,548,20,93,113,0.206,385,2,2008,2021,0,0,0,0
Jimmy Vesey,310,61,51,112,0.361,84,1,2016,2021,0,0,0,0
Melker Karlsson,396,60,52,112,0.28300000000000003,130,1,2014,2020,0,0,0,0
Andrew Copp,360,46,66,112,0.311,56,1,2014,2021,0,0,0,0
Ryan Hartman,319,52,59,111,0.348,287,1,2014,2021,0,0,0,0
Luke Glendening,505,51,60,111,0.22,176,1,2013,2021,0,0,0,0
Jori Lehtera,307,34,77,111,0.362,167,1,2014,2019,0,0,0,0
Mattias Janmark,302,47,63,110,0.364,76,1,2015,2021,0,0,0,0
Alex Tuch,205,45,65,110,0.537,49,1,2016,2021,0,0,0,0
Jamie McBain,348,30,80,110,0.316,72,2,2009,2017,0,0,0,0
Josh Morrissey,292,24,86,110,0.377,125,2,2015,2021,0,0,0,0
Colin Miller,306,23,87,110,0.359,215,2,2015,2021,0,0,0,0
Ryan Murray,351,15,95,110,0.313,104,2,2013,2021,0,0,0,0
Artturi Lehkonen,296,55,54,109,0.368,86,1,2016,2021,0,0,0,0
Jimmy Hayes,334,54,55,109,0.326,149,1,2011,2018,0,0,0,0
Dwight King,365,53,56,109,0.299,98,1,2010,2017,0,2,0,0
Dylan Strome,169,37,72,109,0.645,46,1,2016,2021,0,0,0,0
Ryan Pulock,238,31,78,109,0.458,55,2,2015,2021,0,0,0,0
Scott Laughton,326,44,64,108,0.331,178,1,2012,2021,0,0,0,0
Danton Heinen,234,37,71,108,0.462,44,1,2016,2021,0,0,0,0
Pavel Zacha,270,37,71,108,0.4,78,1,2015,2021,0,0,0,0
Devin Shore,293,40,67,107,0.365,51,1,2015,2021,0,0,0,0
Mikhail Sergachyov,231,25,82,107,0.463,126,2,2016,2021,0,1,0,0
Robby Fabbri,218,47,58,105,0.482,78,1,2015,2021,0,1,0,0
Adrian Kempe,260,43,62,105,0.404,138,1,2016,2021,0,0,0,0
Tony DeAngelo,202,24,81,105,0.52,176,2,2016,2021,0,0,0,0
Jordan Martinook,377,43,61,104,0.276,163,1,2014,2021,0,0,0,0
Andrei Svechnikov,153,47,56,103,0.6729999999999999,118,1,2018,2021,0,0,0,0
Alex Iafallo,231,41,62,103,0.446,48,1,2017,2021,0,0,0,0
Gabriel Bourque,413,40,63,103,0.249,75,1,2011,2020,0,0,0,0
Shawn Thornton,705,42,60,102,0.145,1103,1,2002,2017,0,2,0,0
Brett Pesce,353,20,82,102,0.289,105,2,2015,2021,0,0,0,0
Ben Lovejoy,544,20,82,102,0.188,287,2,2008,2019,0,1,0,0
Calvin de Haan,412,15,87,102,0.248,150,2,2011,2021,0,0,0,0
Markus Granlund,335,58,43,101,0.301,86,1,2013,2020,0,0,0,0
Devante Smith-Pelly,395,44,57,101,0.256,137,1,2011,2019,0,1,0,0
Tom Pyatt,445,43,58,101,0.227,71,1,2009,2019,0,0,0,0
Alexander Burmistrov,348,37,64,101,0.29,139,1,2010,2018,0,0,0,0
Valeri Nichushkin,293,36,65,101,0.345,36,1,2013,2021,0,0,0,0
Esa Lindell,309,28,73,101,0.327,91,2,2015,2021,0,0,0,0
Brendan Smith,480,24,77,101,0.21,523,2,2011,2021,0,0,0,0
Miles Wood,272,51,49,100,0.368,327,1,2015,2021,0,0,0,0
Jesper Bratt,185,37,63,100,0.541,30,1,2017,2021,0,0,0,0
Vinnie Hinostroza,247,34,66,100,0.405,61,1,2015,2021,0,0,0,0
Erik Condra,372,40,59,99,0.266,176,1,2010,2019,0,0,0,0
Blake Coleman,249,59,39,98,0.394,206,1,2016,2021,0,1,0,0
Anthony Cirelli,171,41,57,98,0.573,70,1,2017,2021,0,1,0,0
Nick Cousins,328,41,57,98,0.299,142,1,2014,2021,0,0,0,0
Connor Murphy,449,26,72,98,0.218,246,2,2013,2021,0,0,0,0
Ryan Reaves,654,48,49,97,0.14800000000000002,910,1,2010,2021,0,0,0,0
Ondrej Kase,206,43,54,97,0.471,48,1,2016,2021,0,0,0,0
Johan Larsson,398,38,59,97,0.244,194,1,2012,2021,0,0,0,0
Josh Manson,388,21,76,97,0.25,350,2,2014,2021,0,0,0,0
Jake Virtanen,285,51,45,96,0.337,182,1,2015,2021,0,0,0,0
Will Butcher,215,13,82,95,0.442,32,2,2017,2021,0,0,0,0
Yannick Weber,497,28,66,94,0.189,195,2,2008,2020,0,0,0,0
David Schlemko,415,18,76,94,0.227,124,2,2008,2019,0,0,0,0
Colton Sissons,326,47,46,93,0.285,113,1,2013,2021,0,0,0,0
Brock McGinn,311,43,50,93,0.299,75,1,2015,2021,0,0,0,0
Mark Stuart,673,26,67,93,0.138,722,2,2005,2017,0,0,0,0
Brady Tkachuk,146,44,48,92,0.63,190,1,2018,2021,0,0,1,0
J.T. Compher,228,43,49,92,0.404,77,1,2016,2021,0,0,0,0
Kasperi Kapanen,204,41,51,92,0.451,55,1,2015,2021,0,0,0,0
Brandon Montour,248,24,68,92,0.371,142,2,2016,2021,0,0,0,0
Charlie McAvoy,188,19,73,92,0.489,147,2,2016,2021,0,0,0,0
Mike Matheson,301,33,58,91,0.302,161,2,2015,2021,0,0,0,0
Brayden McNabb,471,18,72,90,0.191,367,2,2011,2021,0,0,0,0
Nathan Beaulieu,374,12,78,90,0.241,263,2,2012,2021,0,0,0,0
Samuel Girard,230,12,77,89,0.387,33,2,2017,2021,0,0,0,0
Mark Pysyk,418,22,66,88,0.211,126,2,2012,2021,0,0,0,0
Neal Pionk,176,13,75,88,0.5,79,2,2017,2021,0,0,0,0
Ryan Garbutt,305,39,48,87,0.285,283,1,2011,2017,0,0,0,0
Pierre-Edouard Bellemare,459,38,49,87,0.19,106,1,2014,2021,0,0,0,0
Ben Chiarot,379,22,64,86,0.227,264,2,2013,2021,0,0,0,0
Ben Hutton,341,15,71,86,0.252,125,2,2015,2021,0,0,0,0
Chris Butler,407,14,72,86,0.211,187,2,2008,2019,0,0,0,0
Nicklas Grossmann,592,13,73,86,0.145,314,2,2006,2017,0,0,0,0
Cedric Paquette,381,47,38,85,0.223,349,1,2013,2021,0,1,0,0
Peter Holland,266,36,49,85,0.32,112,1,2011,2018,0,0,0,0
Jakob Chychrun,239,29,56,85,0.35600000000000004,133,2,2016,2021,0,0,0,0
Jack Skille,368,43,41,84,0.228,118,1,2007,2017,0,0,0,0
Rasmus Dahlin,146,13,71,84,0.575,74,2,2018,2021,0,0,0,0
Sven Andrighetto,216,31,52,83,0.384,42,1,2014,2019,0,0,0,0
Vince Dunn,228,26,57,83,0.364,94,2,2017,2021,0,1,0,0
Brian Dumoulin,352,11,72,83,0.236,96,2,2013,2021,0,2,0,0
Matt Irwin,359,22,60,82,0.228,150,2,2012,2021,0,0,0,0
Alexei Yemelin,456,15,66,81,0.17800000000000002,363,2,2011,2018,0,0,0,0
Matt Greene,615,17,63,80,0.13,663,2,2005,2017,0,2,0,0
Nikita Zaitsev,285,13,67,80,0.281,111,2,2016,2021,0,0,0,0
Drake Caggiula,227,41,38,79,0.348,117,1,2016,2021,0,0,0,0
Oscar Lindberg,252,39,40,79,0.313,117,1,2014,2019,0,0,0,0
Ivan Barbashyov,236,37,42,79,0.335,46,1,2016,2021,0,1,0,0
Brandon Tanev,268,37,42,79,0.295,103,1,2015,2021,0,0,0,0
Austin Watson,310,37,41,78,0.252,364,1,2012,2021,0,0,0,0
Robert Thomas,140,19,58,77,0.55,34,1,2018,2021,0,1,0,0
Brendan Perlini,239,46,30,76,0.318,86,1,2016,2020,0,0,0,0
Lance Bouma,357,30,46,76,0.213,210,1,2010,2018,0,0,0,0
Kevin Connauton,314,27,49,76,0.242,177,2,2013,2021,0,0,0,0
Nikita Zadorov,361,22,54,76,0.211,385,2,2013,2021,0,0,0,0
Jake McCabe,345,18,58,76,0.22,199,2,2013,2021,0,0,0,0
Tyler Pitlick,253,42,33,75,0.29600000000000004,66,1,2013,2021,0,0,0,0
Cory Conacher,193,28,47,75,0.389,118,1,2012,2020,0,0,0,0
Barclay Goodrow,279,26,49,75,0.269,256,1,2014,2021,0,1,0,0
Troy Stecher,291,11,64,75,0.258,124,2,2016,2021,0,0,0,0
Patrick Wiercioch,268,16,58,74,0.276,138,2,2010,2017,0,0,0,0
Jakub Kindl,331,16,58,74,0.224,181,2,2009,2017,0,0,0,0
Evan Rodrigues,204,28,45,73,0.358,57,1,2015,2021,0,0,0,0
Joel Edmundson,342,20,53,73,0.213,322,2,2015,2021,0,1,0,0
Erik Gudbranson,522,20,53,73,0.14,585,2,2011,2021,0,0,0,0
Adam McQuaid,512,16,57,73,0.14300000000000002,694,2,2009,2019,0,1,0,0
Tyson Jost,213,32,40,72,0.338,68,1,2016,2021,0,0,0,0
J.T. Brown,365,23,49,72,0.197,221,1,2011,2019,0,0,0,0
Travis Sanheim,205,20,52,72,0.35100000000000003,74,2,2017,2021,0,0,0,0
Ladislav Smid,583,12,60,72,0.123,472,2,2006,2017,0,0,0,0
Derek Grant,269,31,40,71,0.264,87,1,2012,2021,0,0,0,0
Joel Eriksson Ek,215,27,44,71,0.33,68,1,2016,2021,0,0,0,0
Jordan Weal,218,32,37,69,0.317,56,1,2015,2020,0,0,0,0
Dmitrij Jaskin,303,27,42,69,0.228,88,1,2012,2019,0,0,0,0
Dominik Kahun,144,25,44,69,0.479,14,1,2018,2021,0,0,0,0
Tanner Glass,527,24,45,69,0.131,658,1,2007,2018,0,0,0,0
Miro Heiskanen,151,20,49,69,0.457,28,2,2018,2021,0,0,1,0
Trevor van Riemsdyk,364,15,54,69,0.19,102,2,2014,2021,0,1,0,0
Joakim Nordstrom,401,31,37,68,0.17,71,1,2013,2021,0,1,0,0
Kevan Miller,328,12,56,68,0.207,268,2,2013,2021,0,0,0,0
Mark Jankowski,213,37,30,67,0.315,59,1,2016,2021,0,0,0,0
Andreas Johnsson,129,30,37,67,0.519,46,1,2017,2021,0,0,0,0
Jack Roslovic,180,26,41,67,0.3720000000000001,18,1,2016,2021,0,0,0,0
Brian Gibbons,204,25,42,67,0.328,58,1,2013,2020,0,0,0,0
Josh Leivo,172,31,35,66,0.384,56,1,2013,2021,0,0,0,0
Jared Boll,579,28,38,66,0.114,1298,1,2007,2018,0,0,0,0
Nicolas Deslauriers,381,33,32,65,0.171,355,1,2013,2021,0,0,0,0
Oskar Sundqvist,205,30,35,65,0.317,76,1,2015,2021,0,1,0,0
Nolan Patrick,150,27,38,65,0.433,59,1,2017,2021,0,0,0,0
Nic Dowd,256,26,39,65,0.254,107,1,2015,2021,0,0,0,0
Mikhail Grigorenko,222,22,43,65,0.293,30,1,2012,2021,0,0,0,0
Cody McCormick,405,21,44,65,0.16,550,1,2003,2017,0,0,0,0
Mark Fayne,389,17,48,65,0.16699999999999998,131,2,2010,2017,0,0,0,0
Lawson Crouse,235,32,32,64,0.272,157,1,2016,2021,0,0,0,0
Beau Bennett,200,24,40,64,0.32,52,1,2012,2018,0,0,0,0
Andrew Desjardins,408,23,41,64,0.157,307,1,2010,2017,0,1,0,0
Curtis Lazar,289,22,42,64,0.221,68,1,2014,2021,0,0,0,0
Jacob Josefson,315,20,44,64,0.203,84,1,2010,2018,0,0,0,0
Dominik Simon,175,19,45,64,0.366,46,1,2015,2021,0,0,0,0
Dylan DeMelo,269,7,57,64,0.238,131,2,2015,2021,0,0,0,0
Conor Garland,120,37,26,63,0.525,36,1,2018,2021,0,0,0,0
Christian Fischer,218,35,28,63,0.289,57,1,2016,2021,0,0,0,0
Andrej Sustr,324,10,53,63,0.194,147,2,2012,2019,0,0,0,0
Adam Pelech,251,12,50,62,0.247,80,2,2015,2021,0,0,0,0
Jon Merrill,360,12,50,62,0.172,197,2,2013,2021,0,0,0,0
Quinn Hughes,79,8,54,62,0.785,28,2,2018,2021,0,0,1,0
Ryan White,313,31,30,61,0.195,447,1,2009,2017,0,0,0,0
Brian Flynn,275,27,34,61,0.222,32,1,2012,2017,0,0,0,0
Matt Benning,252,15,46,61,0.242,130,2,2016,2021,0,0,0,0
Michal Kempny,232,14,47,61,0.263,130,2,2016,2021,0,1,0,0
Brett Ritchie,268,35,25,60,0.224,177,1,2014,2020,0,0,0,0
Oskar Lindblom,139,32,28,60,0.4320000000000001,32,1,2017,2021,0,0,0,0
Marcus Sorensen,202,31,29,60,0.297,58,1,2016,2021,0,0,0,0
Denis Malgin,192,28,32,60,0.313,42,1,2016,2020,0,0,0,0
Markus Nutivaara,244,17,43,60,0.246,30,2,2016,2021,0,0,0,0
Zach Sanford,161,28,31,59,0.366,61,1,2016,2021,0,1,0,0
Lucas Wallmark,172,23,36,59,0.343,60,1,2016,2021,0,0,0,0
Sean Kuraly,227,20,39,59,0.26,122,1,2016,2021,0,0,0,0
Nick Shore,299,18,41,59,0.197,98,1,2014,2020,0,0,0,0
Brendan Leipsic,187,16,43,59,0.316,53,1,2015,2020,0,0,0,0
Noel Acciari,248,38,20,58,0.234,101,1,2015,2021,0,0,0,0
Chris Wagner,321,35,23,58,0.181,171,1,2014,2021,0,0,0,0
Josh Archibald,189,33,25,58,0.307,56,1,2015,2021,0,1,0,0
Ryan Donato,135,30,28,58,0.43,20,1,2017,2021,0,0,0,0
Kevin Porter,249,29,29,58,0.233,60,1,2008,2017,0,1,0,0
Chandler Stephenson,214,23,35,58,0.271,26,1,2015,2021,0,1,0,0
Jordan Greenway,159,21,37,58,0.365,91,1,2017,2021,0,0,0,0
Brad Hunt,180,18,40,58,0.322,24,2,2013,2021,0,0,0,0
Jamie Oleksiak,314,18,40,58,0.185,255,2,2012,2021,0,0,0,0
Robert Bortuzzo,379,16,42,58,0.153,376,2,2011,2021,0,1,0,0
Tim Schaller,276,29,28,57,0.207,92,1,2014,2020,0,0,0,0
Roope Hintz,119,28,29,57,0.479,40,1,2018,2021,0,0,0,0
Garnet Hathaway,246,26,31,57,0.232,298,1,2015,2021,0,0,0,0
Nick Jensen,283,6,51,57,0.201,75,2,2016,2021,0,0,0,0
Rocco Grimaldi,159,21,35,56,0.35200000000000004,28,1,2014,2021,0,0,0,0
Stephen Gionta,301,16,40,56,0.18600000000000005,95,1,2010,2019,0,0,0,0
Filip Hronek,116,14,42,56,0.483,78,2,2018,2021,0,0,0,0
Mark Barberio,272,14,42,56,0.206,115,2,2012,2020,0,0,0,0
Matt Grzelcyk,201,10,46,56,0.279,132,2,2016,2021,0,0,0,0
Derek Forbort,279,6,50,56,0.201,178,2,2015,2021,0,0,0,0
Josh Jooris,213,23,32,55,0.258,87,1,2014,2018,0,0,0,0
Jordan Oesterle,214,15,40,55,0.257,36,2,2014,2021,0,0,0,0
Eric Gelinas,189,14,41,55,0.29100000000000004,92,2,2012,2017,0,0,0,0
Cale Makar,62,12,43,55,0.887,14,2,2018,2021,1,0,0,0
Stefan Noesen,202,31,23,54,0.267,122,1,2014,2021,0,0,0,0
Ben Smith,237,29,25,54,0.228,9,1,2010,2017,0,1,0,0
Luke Kunin,135,25,29,54,0.4,95,1,2017,2021,0,0,0,0
Carter Rowney,209,20,34,54,0.258,34,1,2016,2021,0,1,0,0
Tom Kuhnhackl,232,18,36,54,0.233,60,1,2015,2020,0,2,0,0
Scott Mayfield,233,14,40,54,0.232,219,2,2013,2021,0,0,0,0
Mike Reilly,207,8,46,54,0.261,76,2,2015,2021,0,0,0,0
Filip Chytil,148,28,24,52,0.35100000000000003,22,1,2017,2021,0,0,0,0
Jordan Nolan,375,24,28,52,0.139,347,1,2011,2019,0,2,0,0
Tomas Jurco,213,22,30,52,0.244,64,1,2013,2021,0,0,0,0
