Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All_Star_Games,HoF,FinalValue,HoF_Probability
Brendan Shinnimin,12,0,1,1,0.083,8,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Harry Dick,12,0,1,1,0.083,12,2,1946,1947,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Ryan Lomberg,12,0,1,1,0.083,32,1,2017,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Sean Gagnon,12,0,1,1,0.083,34,2,1997,2001,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Travis Morin,13,0,1,1,0.077,0,1,2010,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Norm McAtee,13,0,1,1,0.077,0,1,1946,1947,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cliff Thompson,13,0,1,1,0.077,2,2,1941,1949,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Arnie Kullman,13,0,1,1,0.077,11,1,1947,1950,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Martin Samuelsson,14,0,1,1,0.071,2,1,2002,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Lars Zetterstrom,14,0,1,1,0.071,2,2,1978,1979,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Greg Jacina,14,0,1,1,0.071,6,1,2005,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Claude Julien,14,0,1,1,0.071,25,2,1984,1986,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Greg Nemisz,15,0,1,1,0.067,0,1,2010,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Todd Simon,15,0,1,1,0.067,0,1,1993,1994,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Eddie Jeremiah,15,0,1,1,0.067,0,1,1931,1932,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Frank Dunlap,15,0,1,1,0.067,2,1,1943,1944,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jarrett Deuling,15,0,1,1,0.067,11,1,1995,1997,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Michael Colman,15,0,1,1,0.067,32,2,1991,1992,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Sergei Starikov,16,0,1,1,0.063,8,2,1989,1990,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darrell Scoville,16,0,1,1,0.063,12,2,1999,2004,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Gustav Lindstrom,16,0,1,1,0.063,14,2,2019,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Dave Marcinyshyn,16,0,1,1,0.063,49,2,1990,1993,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Gerry Denoird,17,0,1,1,0.059000000000000004,0,1,1922,1923,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Claudio Scremin,17,0,1,1,0.059000000000000004,29,2,1991,1993,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Gord Redahl,18,0,1,1,0.055999999999999994,2,1,1958,1959,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Luke Johnson,18,0,1,1,0.055999999999999994,8,1,2018,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dave Watson,18,0,1,1,0.055999999999999994,10,1,1979,1981,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Casey Hankinson,18,0,1,1,0.055999999999999994,13,1,2000,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Harry Radley,18,0,1,1,0.055999999999999994,13,2,1930,1937,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Doug Friedman,18,0,1,1,0.055999999999999994,34,1,1997,1999,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
T.J. Tynan,19,0,1,1,0.053,2,1,2016,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Alex Brooks,19,0,1,1,0.053,4,2,2006,2007,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Al Nicholson,19,0,1,1,0.053,4,1,1955,1957,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Frank Heffernan,19,0,1,1,0.053,10,2,1919,1920,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bob Lemieux,19,0,1,1,0.053,12,2,1967,1968,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Ivan Droppa,19,0,1,1,0.053,14,2,1993,1996,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Burr Williams,19,0,1,1,0.053,28,2,1933,1937,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Shawn Belle,20,0,1,1,0.05,2,2,2006,2011,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brett Lernout,21,0,1,1,0.048,6,2,2015,2018,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jeff Ware,21,0,1,1,0.048,12,2,1996,1999,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darren Reid,21,0,1,1,0.048,18,1,2005,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Craig Martin,21,0,1,1,0.048,24,1,1994,1997,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Joe Finley,21,0,1,1,0.048,32,2,2011,2013,0,0,0,0,-11.725332462310792,8.08628979216977e-06
J.C. Beaudin,22,0,1,1,0.045,7,1,2019,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Nikolai Tsulygin,22,0,1,1,0.045,8,2,1996,1997,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Rob Robinson,22,0,1,1,0.045,8,2,1991,1992,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Mike Vernace,22,0,1,1,0.045,10,2,2008,2011,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Davis Payne,22,0,1,1,0.045,14,1,1995,1997,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gordon Kannegiesser,23,0,1,1,0.043,15,2,1967,1972,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Kyle Freadrich,23,0,1,1,0.043,75,1,1999,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Doug Baldwin,24,0,1,1,0.042,8,2,1945,1948,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Tom Fowler,24,0,1,1,0.042,18,1,1946,1947,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Colten Teubert,24,0,1,1,0.042,25,2,2011,2012,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Sammy McManus,26,0,1,1,0.038,8,1,1934,1937,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Gregory Stewart,26,0,1,1,0.038,48,1,2007,2010,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Joel Rechlicz,26,0,1,1,0.038,105,1,2008,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Val Hoffinger,28,0,1,1,0.036000000000000004,30,2,1927,1929,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Warren Luhning,29,0,1,1,0.034,21,1,1997,2000,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bennett Wolf,30,0,1,1,0.033,133,2,1980,1983,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Charles Cahill,32,0,1,1,0.031,4,1,1925,1927,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
James Donnelly,34,0,1,1,0.029,14,2,1926,1927,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Don Ward,34,0,1,1,0.029,16,2,1957,1960,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Nathan McIver,36,0,1,1,0.028,95,2,2006,2009,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Doug Doull,37,0,1,1,0.027000000000000003,151,1,2003,2006,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
James Hughes,40,0,1,1,0.025,48,2,1929,1930,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Murray Anderson,40,0,1,1,0.025,68,2,1974,1975,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Robin Bartel,41,0,1,1,0.024,14,2,1985,1987,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bob Davie,41,0,1,1,0.024,25,2,1933,1936,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Johnathan Aitken,44,0,1,1,0.023,70,2,1999,2004,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Larry Molyneaux,45,0,1,1,0.022,20,2,1937,1939,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jim Agnew,81,0,1,1,0.012,257,2,1986,1993,0,0,0,0,-11.73078366470337,8.042330069942468e-06
Brennan Evans,0,0,0,0,0.0,0,2,2003,2004,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brock Tredway,0,0,0,0,0.0,0,1,1981,1982,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bill Anderson,0,0,0,0,0.0,0,2,1942,1943,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Don Cherry,0,0,0,0,0.0,0,2,1954,1955,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Alex Belzile,0,0,0,0,0.0,0,1,2019,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Igor Nikulin,0,0,0,0,0.0,0,1,1996,1997,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Michel Deziel,0,0,0,0,0.0,0,1,1974,1975,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Steve Andrascik,0,0,0,0,0.0,0,1,1971,1972,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Chris Hayes,0,0,0,0,0.0,0,1,1971,1972,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Doug Anderson,0,0,0,0,0.0,0,1,1952,1953,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ken Davies,0,0,0,0,0.0,0,1,1947,1948,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Wayne Brown,0,0,0,0,0.0,0,1,1953,1954,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gord Wilson,0,0,0,0,0.0,0,1,1954,1955,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jack Stanfield,0,0,0,0,0.0,0,1,1965,1966,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gary Collins,0,0,0,0,0.0,0,1,1958,1959,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
David Salvian,0,0,0,0,0.0,0,1,1976,1977,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Leo Thiffault,0,0,0,0,0.0,0,1,1967,1968,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Eddie Emberg,0,0,0,0,0.0,0,1,1944,1945,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gord Haidy,0,0,0,0,0.0,0,1,1949,1950,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mike Corbett,0,0,0,0,0.0,0,1,1967,1968,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Doug McKay,0,0,0,0,0.0,0,1,1949,1950,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Sidney McNabney,0,0,0,0,0.0,0,1,1950,1951,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Stan Long,0,0,0,0,0.0,0,2,1951,1952,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Butch Stahan,0,0,0,0,0.0,0,2,1944,1945,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Gerry Reid,0,0,0,0,0.0,0,1,1948,1949,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Thomas Harley,0,0,0,0,0.0,0,2,2019,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Ronnie Sundin,1,0,0,0,0.0,0,2,1997,1998,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Mikko Jokela,1,0,0,0,0.0,0,2,2002,2003,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Martti Jarventie,1,0,0,0,0.0,0,2,2001,2002,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Masi Marjamaki,1,0,0,0,0.0,0,1,2005,2006,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Tomi Maki,1,0,0,0,0.0,0,1,2006,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Petri Varis,1,0,0,0,0.0,0,1,1997,1998,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bjorn Skaare,1,0,0,0,0.0,0,1,1978,1979,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Perttu Lindgren,1,0,0,0,0.0,0,1,2009,2010,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Johan Motin,1,0,0,0,0.0,0,2,2009,2010,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Andre Petersson,1,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
David Moravec,1,0,0,0,0.0,0,1,1999,2000,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Chris Kelleher,1,0,0,0,0.0,0,2,2001,2002,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darren Boyko,1,0,0,0,0.0,0,1,1988,1989,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jamie Hunt,1,0,0,0,0.0,0,2,2006,2007,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Nate Raduns,1,0,0,0,0.0,0,1,2008,2009,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Tim Ramholt,1,0,0,0,0.0,0,2,2007,2008,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Layne Ulmer,1,0,0,0,0.0,0,1,2003,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Libor Pivko,1,0,0,0,0.0,0,1,2003,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Curtis Murphy,1,0,0,0,0.0,0,2,2002,2003,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Vaclav Pletka,1,0,0,0,0.0,0,1,2001,2002,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Stanislav Gron,1,0,0,0,0.0,0,1,2000,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Philip Holm,1,0,0,0,0.0,0,2,2017,2018,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Shawn Lalonde,1,0,0,0,0.0,0,2,2012,2013,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jamie Arniel,1,0,0,0,0.0,0,1,2010,2011,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ryan Thang,1,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brodie Dupont,1,0,0,0,0.0,0,1,2010,2011,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jamie Fraser,1,0,0,0,0.0,0,2,2008,2009,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Joey Tenute,1,0,0,0,0.0,0,1,2005,2006,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Scott Jackson,1,0,0,0,0.0,0,2,2009,2010,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bud Holloway,1,0,0,0,0.0,0,1,2015,2016,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Scott Lehman,1,0,0,0,0.0,0,2,2008,2009,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Milan Kytnar,1,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Zack Fitzgerald,1,0,0,0,0.0,0,2,2007,2008,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darcy Campbell,1,0,0,0,0.0,0,2,2006,2007,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Nick Petrecki,1,0,0,0,0.0,0,2,2012,2013,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Will ONeill,1,0,0,0,0.0,0,2,2017,2018,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Peter LeBlanc,1,0,0,0,0.0,0,1,2013,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Shane Sims,1,0,0,0,0.0,0,2,2010,2011,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brad Ralph,1,0,0,0,0.0,0,1,2000,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cole Jarrett,1,0,0,0,0.0,0,2,2005,2006,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Joey Mormina,1,0,0,0,0.0,0,2,2007,2008,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Andrew Joudrey,1,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Grant Lewis,1,0,0,0,0.0,0,2,2008,2009,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Matt Watkins,1,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mark Van Guilder,1,0,0,0,0.0,0,1,2013,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Greg Kuznik,1,0,0,0,0.0,0,2,2000,2001,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Joonas Nattinen,1,0,0,0,0.0,0,1,2013,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Michael Keranen,1,0,0,0,0.0,0,1,2015,2016,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ryan Bourque,1,0,0,0,0.0,0,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Maxime Sauve,1,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Anton Klementyev,1,0,0,0,0.0,0,2,2009,2010,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Roman Graborenko,1,0,0,0,0.0,0,2,2014,2015,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Garrett Mitchell,1,0,0,0,0.0,0,1,2016,2017,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mike Murray,1,0,0,0,0.0,0,1,1987,1988,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Sean McMorrow,1,0,0,0,0.0,0,1,2002,2003,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brendan Ranford,1,0,0,0,0.0,0,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Eric Lavigne,1,0,0,0,0.0,0,2,1994,1995,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bud Stefanski,1,0,0,0,0.0,0,1,1977,1978,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Wayne Groulx,1,0,0,0,0.0,0,1,1984,1985,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jozef Cierny,1,0,0,0,0.0,0,1,1993,1994,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Colin Smith,1,0,0,0,0.0,0,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Fredrik Handemark,1,0,0,0,0.0,0,1,2020,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Shawn Heaphy,1,0,0,0,0.0,0,1,1992,1993,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jamie Doornbosch,1,0,0,0,0.0,0,2,2010,2011,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darryl Olsen,1,0,0,0,0.0,0,2,1991,1992,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Scott McKay,1,0,0,0,0.0,0,1,1993,1994,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Yves Heroux,1,0,0,0,0.0,0,1,1986,1987,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Francois Guay,1,0,0,0,0.0,0,1,1989,1990,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
David Van Drunen,1,0,0,0,0.0,0,2,1999,2000,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Alex Friesen,1,0,0,0,0.0,0,1,2015,2016,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gerry Abel,1,0,0,0,0.0,0,1,1966,1967,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Kris Foucault,1,0,0,0,0.0,0,1,2011,2012,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Rudy Ahlin,1,0,0,0,0.0,0,1,1937,1938,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jesse Blacker,1,0,0,0,0.0,0,2,2014,2015,0,0,0,0,-11.725332462310792,8.08628979216977e-06
David Sloane,1,0,0,0,0.0,0,2,2008,2009,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Geoff Kinrade,1,0,0,0,0.0,0,2,2008,2009,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jamie Fritsch,1,0,0,0,0.0,0,2,2008,2009,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Greg Koehler,1,0,0,0,0.0,0,1,2000,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Shane MacEachern,1,0,0,0,0.0,0,1,1987,1988,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bill Arnold,1,0,0,0,0.0,0,1,2013,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Alexander Andriyevsky,1,0,0,0,0.0,0,1,1992,1993,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Darrel Anholt,1,0,0,0,0.0,0,2,1983,1984,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Don Waddell,1,0,0,0,0.0,0,2,1980,1981,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jonathan Delisle,1,0,0,0,0.0,0,1,1998,1999,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cody Kunyk,1,0,0,0,0.0,0,1,2013,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Curtis Valk,1,0,0,0,0.0,0,1,2017,2018,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Lindsay Vallis,1,0,0,0,0.0,0,1,1993,1994,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Cameron Hughes,1,0,0,0,0.0,0,1,2019,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Morgan Klimchuk,1,0,0,0,0.0,0,1,2017,2018,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jeff Libby,1,0,0,0,0.0,0,2,1997,1998,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Stephen Tepper,1,0,0,0,0.0,0,1,1992,1993,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
B.J. Young,1,0,0,0,0.0,0,1,1999,2000,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Erich Goldmann,1,0,0,0,0.0,0,2,1999,2000,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Greg Crozier,1,0,0,0,0.0,0,1,2000,2001,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ryan Huska,1,0,0,0,0.0,0,1,1997,1998,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Rod Willard,1,0,0,0,0.0,0,1,1982,1983,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Justin Hocking,1,0,0,0,0.0,0,2,1993,1994,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Nick Vachon,1,0,0,0,0.0,0,1,1996,1997,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Peter Fiorentino,1,0,0,0,0.0,0,2,1991,1992,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Evan McEneny,1,0,0,0,0.0,0,2,2016,2017,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Dan Renouf,1,0,0,0,0.0,0,2,2016,2017,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Sean Toomey,1,0,0,0,0.0,0,1,1986,1987,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ken Lovsin,1,0,0,0,0.0,0,2,1990,1991,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Tyler Larter,1,0,0,0,0.0,0,1,1989,1990,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Trent Kaese,1,0,0,0,0.0,0,1,1988,1989,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Kirk Tomlinson,1,0,0,0,0.0,0,1,1987,1988,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ken Mann,1,0,0,0,0.0,0,1,1975,1976,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Rob Laird,1,0,0,0,0.0,0,1,1979,1980,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Stephane Brochu,1,0,0,0,0.0,0,2,1988,1989,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Anthony Greco,1,0,0,0,0.0,0,1,2018,2019,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bobby Joliat,1,0,0,0,0.0,0,1,1924,1925,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dean Clark,1,0,0,0,0.0,0,1,1983,1984,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bill Johansen,1,0,0,0,0.0,0,1,1949,1950,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
James Latos,1,0,0,0,0.0,0,1,1988,1989,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brett MacDonald,1,0,0,0,0.0,0,2,1987,1988,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darin Sceviour,1,0,0,0,0.0,0,1,1986,1987,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Peter Hayek,1,0,0,0,0.0,0,2,1981,1982,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Colin Chisholm,1,0,0,0,0.0,0,2,1986,1987,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Vic Teal,1,0,0,0,0.0,0,1,1973,1974,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ron Homenuke,1,0,0,0,0.0,0,1,1972,1973,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bogdan Yakimov,1,0,0,0,0.0,0,1,2014,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Sean Malone,1,0,0,0,0.0,0,1,2016,2017,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gary Donaldson,1,0,0,0,0.0,0,1,1973,1974,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gene Sobchuk,1,0,0,0,0.0,0,1,1973,1974,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brian Pinho,1,0,0,0,0.0,0,1,2019,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Kim MacDougall,1,0,0,0,0.0,0,2,1974,1975,0,0,0,0,-11.725332462310792,8.08628979216977e-06
George McNaughton,1,0,0,0,0.0,0,1,1919,1920,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Alex Wellington,1,0,0,0,0.0,0,1,1919,1920,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Giovanni Fiore,1,0,0,0,0.0,0,1,2017,2018,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Max Bennett,1,0,0,0,0.0,0,1,1935,1936,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Garry Blaine,1,0,0,0,0.0,0,1,1954,1955,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Spence Tatchell,1,0,0,0,0.0,0,1,1942,1943,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bob McDonald,1,0,0,0,0.0,0,1,1943,1944,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Lloyd Mohns,1,0,0,0,0.0,0,2,1943,1944,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Henry Dyck,1,0,0,0,0.0,0,1,1943,1944,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Len Wharton,1,0,0,0,0.0,0,2,1944,1945,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Alex Ritson,1,0,0,0,0.0,0,1,1944,1945,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
